Lab,Latitude,Longitude
"Tsinghua University, Beijing, China",40.001369,116.333823
"Tsinghua University, China",35.86166,104.195397
"Univ. Grenoble Alpes, CNRS, Grenoble INP, GIPSA-lab",45.193469,5.7661701
"Univ. Grenoble Alpes, France",45.217886,5.807369
"University College London, United Kingdom",51.522576,-0.122513
"University Hospital of Bern, Switzerland",46.9479739,7.4474468
"University of Bern, Switzerland",46.9503715,7.438186399999999
"University of British Columbia, Canada",49.2640845,-123.2472431
"University of California, Los Angeles",34.0699182,-118.4438495
"University of California, San Francisco, CA",37.7749295,-122.4194155
"University of California, Santa Barbara",34.4139396,-119.8698436
University of Cambridge,52.1926423,0.1192645
"University of Cambridge, UK",52.1926423,0.1192645
"University of Cambridge, United Kingdom",55.378051,-3.435973
University of Chinese Academy of Sciences,39.904211,116.407395
"University of Chinese Academy of Sciences, Beijing, China",39.904211,116.407395
"University of Chinese Academy of Sciences, China",35.86166,104.195397
University of Edinburgh,55.953252,-3.188267
"University of Edinburgh, Scotland",55.9445158,-3.1892413
"University of Edinburgh, UK",55.953252,-3.188267
"University of Edinburgh, United Kingdom",55.953252,-3.188267
"University of Groningen, the Netherlands",53.2193266,6.562830099999999
"University of Illinois Urbana-Champaign, USA",40.1062946,-88.22580289999999
University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
"University of Maryland College Park, Maryland, USA",38.9869183,-76.9425543
"University of Maryland College Park, USA",38.9908416,-76.9363082
"University of New South Wales, Australia",-33.9188705,151.2309733
University of Pennsylvania,39.9522188,-75.1932137
University of Science and Technology Beijing,39.989461,116.360026
"University of Science and Technology of China, Hefei, China",31.821994,117.28059
"University of Sheffield, UK",53.3813502,-1.4884229
"University of Southern California, Los Angeles, CA, USA",34.0223519,-118.285117
"University of Southern California, USA",34.0223519,-118.285117
University of Surrey,51.2431429,-0.5894664
"University of Surrey, UK",51.2431429,-0.5894664
"University of Texas at Dallas, USA",32.9856977,-96.7502473
University of Toronto,43.663487,-79.3958273
"University of Trento, Italy",46.0677451,11.1214636
University of Warsaw,52.2403463,21.0186012
University of Zurich,47.3768866,8.541694
"University of Zurich, Switzerland",47.3768866,8.541694
"ViVoLab, Aragón Institute for Engineering Research (I",41.6420679,-0.9040814
Warsaw University of Technology,52.2212012,21.0080857
Waseda University,35.7087334,139.7196485
"X-LANCE Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University",31.230416,121.473701
"Zhejiang University, China",30.30868439999999,120.0864995
"Systems and Software Lab (SSL), Department of Computer Science and Engineering (CSE)Islamic University of Technology (IUT), Gazipur, Bangladesh",23.948102,90.37926
ADAPT Research Centre,53.3498053,-6.2603097
"Aalto University, Finland",60.185145,24.8322977
Alibaba Group,30.2741499,120.15515
"Alibaba-NTU Singapore JRI, Interdisciplinary Graduate Programme, NTU, Singapore",1.3468655,103.6817293
"Applied Sciences Group, Microsoft Corporation",47.6739881,-122.121512
Artificial Intelligence Lab,52.1401009,11.6447011
Australian National University,-35.2755454,149.1206935
"Avignon Université, France",43.9497966,4.815980199999999
"Bar-Ilan University, Israel",32.0691989,34.8430876
"Beijing Jiaotong University, Beijing, China",39.904211,116.407395
"Bielefeld University, Germany",52.0367271,8.4926664
Bosch Center for Artificial Intelligence,38.7945952,-106.5348379
"CNRS, France",43.3025742,5.369074299999999
Cambridge University Engineering Department,52.1950788,0.1312729
"Chair of Embedded Intelligence for Health Care & Wellbeing, University of Augsburg, Germany",48.3348011,10.8906655
China Mobile Research Institute,39.904211,116.407395
"Computing, Tianjin University, Tianjin, China",39.108067,117.176196
"Concordia University, Canada",45.5307147,-73.6135931
Cornell University,42.4534492,-76.4735027
Delft University of Technology,52.01157689999999,4.3570677
"Delft University of Technology, Netherlands",52.01157689999999,4.3570677
Department of Computer Science,53.3846707,-6.6006075
Department of Electrical Engineering,58.41080700000001,15.6213727
Department of Linguistics,-25.274398,133.775136
"Department of Psychology, Carnegie Mellon University",40.4414112,-79.94481139999999
"Division of Speech, Music & Hearing, KTH Royal Institute of Technology, Stockholm",59.3498733,18.0676817
Duke Kunshan University,31.415978,120.9014167
EURECOM,43.614386,7.071124999999999
Friedrich-Alexander-Universität Erlangen-Nürnberg,49.5979117,11.0045437
"Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany",49.5979117,11.0045437
"Graduate School of Engineering, The University of Tokyo",35.7710461,139.8633873
"Graduate School of Informatics, Nagoya University",35.1544377,136.9615981
"Hanyang University, Seoul, Republic of Korea",37.5571759,127.0454092
"Harbin Institute of Technology, Harbin, China",45.7470436,126.6334305
Harvard University,42.3353373,-71.1028261
"Hasso Plattner Institute, University of Potsdam, Germany",52.3905689,13.0644729
"Huawei Technologies Co., Ltd., China",35.86166,104.195397
Hubei Key Laboratory of Multimedia and Network Communication Engineering,30.5360485,114.3643219
IBM Research,38.7945952,-106.5348379
IIT Bombay,19.1303305,72.9158112
Intron Health,43.8365085,-79.0145306
"KAIST, South Korea",35.907757,127.766922
KTH Royal Institute of Technology,59.348301,18.0748591
"KTH Royal Institute of Technology, Stockholm, Sweden",59.34723959999999,18.0723632
"Key Laboratory of Aerospace Information Security and Trusted Computing, Ministry of Education",30.5360485,114.3643219
"Kiel University, Germany",54.3454795,10.1112676
Kobe Gakuin University,34.6640884,135.0298032
"Kyoto University, Japan",35.0262444,135.7808218
"LISN, France",46.227638,2.213749
"Lisboa, Portugal",38.7368192,-9.138705
"MRC Cognition and Brain Sciences Unit, University of Cambridge, UK",52.1926423,0.1192645
"Macquarie University, Australia",-33.7738192,151.1100749
McMaster University,43.2593657,-79.9054281
Meta Inc.,37.4764662,-122.1962744
"Mila-Québec AI Institute, Canada",30.6152784,-96.3378745
"Modality.AI, Inc., San Francisco",37.7899714,-122.4008843
"National Taiwan University of Science and Technology, Taiwan",25.0132583,121.5405609
"National Tsing Hua University, Taiwan",24.7961217,120.9966699
National University of Singapore,1.2966426,103.7763939
"Northwestern University, US",42.0564594,-87.67526699999999
"Northwestern University, USA",42.0564594,-87.67526699999999
"Ohio State University, Columbus, OH, USA",39.9993865,-83.0227103
Ping An Technology,22.54374,113.95081
"Queen Mary University of London, UK",51.52339449999999,-0.0413266
"RWTH Aachen University, Germany",50.7775413,6.077485299999999
"Radboud University, the Netherlands",52.132633,5.291265999999999
Renmin University of China,35.86166,104.195397
"Renmin University of China, China",35.86166,104.195397
Samsung Research,37.4012031,-122.0476684
"School of Computer Science and Communication Engineering, Jiangsu University",32.19932,119.514279
"School of Computer Science, University College Dublin, Ireland",53.3498053,-6.2603097
"School of Computing, University of Eastern Finland",62.6010155,29.7635719
"School of Foreign Studies, Nanjing University of Science and Technology, China",35.86166,104.195397
Seoul National University,37.4648267,126.9571988
Shenzhen Research Institute of Big Data,22.5428599,114.05956
"Singapore Institute of Technology, Singapore",1.352083,103.819836
"Southeast University, China",35.86166,104.195397
Southern University of Science and Technology,22.593969,113.99894
"Speech, Hearing and Phonetic Sciences, University College London, UK",51.5072178,-0.1275862
"Speech, Music and Hearing, KTH Royal Institute of Technology, Sweden",59.348301,18.0748591
"Stellenbosch University, South Africa",-33.9328078,18.864447
"Stony Brook University, USA",40.90413849999999,-73.1237618
Technische Hochschule Nürnberg Georg Simon Ohm,49.452765,11.092932
"Tencent, Shenzhen, China",22.5428599,114.05956
"Texas A&M University, USA",30.6152784,-96.3378745
"The Centre for Speech Technology Research, University of Edinburgh",55.9445158,-3.1892413
"The Ohio State University, USA",39.9993865,-83.0227103
"The University of Texas at Austin, USA",30.2850284,-97.7335226
Tianjin University,39.108067,117.176196
"University of Augsburg, Germany",48.33479759999999,10.8932404
"University of California, Berkeley",37.87015100000001,-122.2594606
"University of California, San Francisco",37.7749295,-122.4194155
"University of Copenhagen, Denmark",55.6802303,12.5724096
University of Electronic Science and Technology of China,30.6624863,104.1021662
"University of London, UK",51.52339449999999,-0.0413266
University of Oxford,51.75704289999999,-1.2545179
University of Potsdam,52.3905689,13.0644729
"University of Rochester, Rochester, NY, USA",43.1250396,-77.6297932
University of Science and Technology of China,35.86166,104.195397
University of Southampton,55.378051,-3.435973
"University of Texas at Austin, USA",30.2850284,-97.7335226
University of Twente,52.2663667,6.7875833
University of Washington,47.65671709999999,-122.3066181
"University of York, UK",53.947788,-1.0530235
"Université Laval, Canada",30.6152784,-96.3378745
"Université Paris Cité, France",48.8575475,2.3513765
"Université Paris Saclay, CNRS, LISN",48.7071337,2.1763552
"Utrecht University, The Netherlands",52.0859667,5.1715372
"Utrecht University, the Netherlands",52.0859667,5.1715372
"Waseda University, Tokyo, Japan",35.7087334,139.7196485
Wrocław University of Science and Technology,51.1075785,17.0618829
"Yonsei University, South Korea",37.5663937,126.9387066
"Zevo Tech, Romania",44.4386064,26.0494925
Zhejiang University,30.30868439999999,120.0864995
"dot Inc., Seoul, Republic of Korea",37.4128959,127.0941394
"ADAPTResearch Centre, School of Computer Science and Statistics, Trinity College Dublin, Ireland",53.3434936,-6.250251500000001
"ADAPTResearch Centre, School of Computer Science, University College Dublin, Ireland",53.3498053,-6.2603097
"AI Lab, Xiaomi Corporation, China",35.86166,104.195397
"AI Lab, Xiaomi Corporation, China{yanzhiyong, dinkelheinrich, wangyongqing",35.86166,104.195397
"AI Labs, Unisound AI Technology Co. Ltd, Beijing, China",39.904211,116.407395
"AI4Bharat, Indian Institute of Technology Madras, India",12.9915639,80.2336857
"AIIS, ASRI, INMC, ISRC, and Interdisciplinary Program in AI, SNU, Korea",37.4648267,126.9571988
"AISpeech Ltd, China",35.86166,104.195397
"ALS Therapy Development Institute, USA",42.3656267,-71.16135229999999
"ALTA Institute, Department of Engineering, University of Cambridge, UK",52.1950788,0.1312729
"APJ Abdul Kalam Technological University, India",8.541433699999999,76.905937
"ARCOM, France",46.227638,2.213749
"ASAPP Inc., USA",38.7945952,-106.5348379
"ASAPP, USA",40.7127445,-74.0129694
"ASLP@NPU, Northwestern Polytechnical University.",34.2459632,108.9138675
"ASTRI, Hong Kong",22.3193039,114.1693611
"ASUS Intelligent Cloud Services, Singapore",1.3357172,103.9665208
"ASUS Intelligent Cloud Services, Taiwan",23.69781,120.960515
"Aalborg University, Denmark",57.0139858,9.9845553
"Aalto University, Department of Information and Communications Engineering, Finland",60.185145,24.8322977
"Academy of Scientific and Innovative Research (AcSIR), India",28.6880422,77.4653861
"Acoustics Lab., School of Physics and Optoelectronics, South China University of Technology,Guangzhou, , China",23.151326,113.344683
"Acoustics Research Institute, Austrian Academy of Sciences, Austria",48.20889769999999,16.3770558
"AdobeResearch, USA",37.7714229,-122.4019097
"Advanced Technology Laboratory, Chunghwa TelecomLaboratories, Taipei, Taiwan",25.0320377,121.5471215
"Advanced Telecommunications Research Institute International, Japan",34.7438357,135.7660992
"Aix Marseille Univ, CNRS, LPL, Aix-en-Provence, France",43.5331334,5.445789
"Aix-Marseille Univ, CNRS, LIS , Marseille, France",43.3025742,5.369074299999999
"Aix-Marseille Univ, CNRS, LPL, Aix-en-Provence, France",43.5331334,5.445789
"Aix-Marseille Univ., CNRS, LIS, France",46.227638,2.213749
"Aix-Marseille University, Université de Toulon, CNRS, France",43.1256814,5.9284944
Ajou University,37.2820187,127.0463409
"Alibaba Group, Singapore",1.352083,103.819836
"All India Institute of Speech and Hearing, Mysore, Karnataka, India",12.3086124,76.6169694
"Almawave S.p.A., Voice Engineering Lab, Italy",41.95746390000001,12.560813
"Alyssa’s Voice Training, USA",38.7945952,-106.5348379
"Amazon AGI,  Pittsburgh, PA, USA",40.44062479999999,-79.9958864
"Anhui Provincial Hospital, Hefei, China",31.857627,117.289306
"AntGroup, Shanghai, China",31.230416,121.473701
"Applied Sciences Group, Microsoft Corp, USA",38.7945952,-106.5348379
"Arizona State University, USA",33.4229975,-111.9278306
"Armasuisse Science and Technology, Thun, Switzerland",46.7579868,7.6279881
"Athena R.C., Greece",39.074208,21.824312
"Athens University of Economics and Business, Greece",37.9940666,23.7321036
"Audio AI Lab., NC Research, NCSOFT Corp., Republic of Korea",35.907757,127.766922
"Audio, Speech and Language Processing Group (ASLP@NPU), Northwestern PolytechnicalUniversity (NPU), Xi’an, China",34.2408771,108.915079
"Audio, Speech and Language Processing Group (ASLP@NPU), Northwestern PolytechnicalUniversity, Xi’an, China",34.2408771,108.915079
"Audio, Speech and Language Processing Group (ASLP@NPU), School of Computer Science,Northwestern Polytechnical University, Xi”an, China",34.2658138,108.9540936
"Audio, Speech and Language Processing Group (ASLP@NPU), School of Software,Northwestern Polytechnical University, Xi’an, China",34.2658138,108.9540936
"Audio, Speech and Language Processing Group (ASLP@NPU),Northwestern Polytechnical University, China",34.2459632,108.9138675
"Audio, Speech and Language Processing Group (ASLP@NPU),School of Computer Science, Northwestern Polytechnical University, Xi’an, China",34.2658138,108.9540936
"AudioCC Lab, CS Dept, Shanghai Jiao Tong University, Shanghai, China",31.230416,121.473701
"AudioLab, School of Physics, Engineering and Technology, University of York, York, UK",53.9461089,-1.0517718
"Auditory Cognition and Computational Acoustics Lab, Shanghai Jiao Tong University, Shanghai, China",31.0252201,121.4337784
"Auditory Cognition and Computational Acoustics LabMoE Key Lab of Artificial Intelligence, AI InstituteDepartment of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China",31.0252201,121.4337784
"Auditory Cognition and Computational Acoustics LabMoE Key Laboratory of Artificial Intelligence, AI InstituteDepartment of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China",31.0252201,121.4337784
"Aural Analytics, Scottsdale, AZ, USA",33.4634602,-111.9255318
"B C Roy Technology Hospital, IIT Kharagpur, India",22.3168542,87.30024159999999
"BIT Mesra, India",23.412305,85.43990099999999
"Baidu, Inc., China",35.86166,104.195397
"BantUGent, Belgium",50.503887,4.469936
"Bar Ilan University, Israel",32.0691989,34.8430876
"Bar Ilan University, Israel;",32.0691989,34.8430876
"Barcelona Supercomputing Center (BSC), Spain",41.3899442,2.1153769
"Beijing AISHELL Technology Co., Ltd.,China",39.904211,116.407395
Beijing Institute of Computer Technology and Application,39.904211,116.407395
"Beijing Institute of Technology, China",39.9603704,116.3123886
"Beijing Key Laboratory of Mobile Computing and Pervasive Device, Institute of ComputingTechnology, Chinese Academy of Sciences, Beijing, China",39.9106327,116.3356321
"Beijing National Research Center for Information Science and Technology, Tsinghua University",39.9996674,116.3264439
"Beijing National Research Center for Information Science and Technology,Tsinghua University",39.9996674,116.3264439
"Beijing Polytechnic, China",39.904211,116.407395
"Beijing Shell Shell Technology Co. Ltd, China",39.904211,116.407395
"Beijing Sinovoice Technology Co.,Ltd, China",39.904211,116.407395
Beijing Union University;,39.9913932,116.4280807
"Beijing iplustek Co., Ltd, Beijing, China",39.904211,116.407395
"Bitdefender, Romania",44.4438741,26.060253
"Bogazici University, Turkey",41.0836151,29.0517642
"Boston College, USA",42.3355488,-71.16849450000001
"Boston University, USA",42.3504997,-71.1053991
"Brasilia University, Brasilia, Brazil.",-15.7631573,-47.8706311
"Brno University of Technology, Brno, Czech Republic",49.2015407,16.603619
"CARISM, France",48.9060985,2.1164678
"CAS key Laboratory of Human-Machine Intelligence-Synergy Systems, Shenzhen Institute ofAdvanced Technology, Chinese Academy of Sciences, China",22.5428599,114.05956
"CHI – Chair of Health Informatics, MRI, TU Munich, Germany",48.1351253,11.5819806
"CHI – Chair of Health Informatics, MRI, Technical University of Munich, Germany",48.1487646,11.5681764
"CHI – Chair of Health Informatics,MRI, Technical University of Munich, Germany",48.1487646,11.5681764
"CHI, TU Munich, Germany",48.1309083,11.5672
"CNRS, Institute of Engineering, Grenoble Computer Science Laboratory (LIG), University Grenoble Alpes, France",45.19079199999999,5.76737
"CNRS, Université Paris-Saclay, Laboratoire Interdisciplinaire des Sciences du Numérique, France",48.7106489,2.165836
CPUnlimited,40.6270584,-74.16739249999999
"CSE Department and Infosys Centre for AI, IIIT Delhi, India",28.5458541,77.2731762
"CVIT, Kohli Centre for Intelligent Systems, IIIT Hyderabad, India",17.4451153,78.3495787
"Cambridge Research Laboratory, Toshiba Europe Ltd, Cambridge, UK",52.2343102,0.1447457
"Cambridge University Engineering Department, UK",52.1982868,0.1202353
"Cambridge University Engineering Dept., Trumpington St., Cambridge, CB2 1PZ U.K",52.1982868,0.1202353
Canada CIFAR AI Chair,56.130366,-106.346771
"Canadian Center for Behavioral Neuroscience, University of Lethbridge, Lethbridge, AB, Canada",49.6768608,-112.8625019
"Carl von Ossietzky Universität Oldenburg, Germany",53.1467333,8.183124
"Carnegie Mellon University, Pittsburgh, USA",40.4432027,-79.9428499
"Carnegie Mellon University, USA.",40.4432027,-79.9428499
"Center for Advanced Intelligence Project, RIKEN, Japan",36.204824,138.252924
"Center for Language Studies, Radboud University Nijmegen, The Netherlands",51.8448837,5.842828099999999
"Center for Language and Cognition, University of Groningen, the Netherlands",53.2193266,6.562830099999999
"Center for Language and Speech Processing, Johns Hopkins University, Baltimore, MD, USA",39.3272831,-76.6195475
"Center for Robust Speech Systems (CRSS), The University of Texas at Dallas, USA",32.9856977,-96.7502473
"Center for the Interdisciplinary Study of Language Evolution (ISLE), University of Zurich",47.3745896,8.5486629
"Center forLanguage and Speech Processing, The Johns Hopkins University, Baltimore, USA",39.3272831,-76.6195475
"Center of Excellence in Computational Molecular Biology, Chulalongkorn University",13.7388624,100.5284077
"Central Queensland University, Australia",-23.3264685,150.5189408
"Centre de Llenguatge i Computació (CLiC), Universitat de Barcelona, Spain",41.38667239999999,2.1638661
"Centre for Industrial Electronics, University of Southern Denmark, Sonderborg, Denmark",54.9127723,9.779255100000002
"Centre for Language Studies, Radboud University Nijmegen, Netherlands",51.8448837,5.842828099999999
"Centre for Languages and Literature, Lund University, Lund, Sweden",55.7092386,13.1996124
"Centre for Linguistic Science and Technology, Indian Institute of Technology Guwahati, India",26.1893526,91.6932327
"Centre for Machine Intelligence and Data Science, IIT Bombay",19.1306554,72.91604889999999
"Centre for Perceptual and Interactive Intelligence (CPII) Limited, HKSAR, China",22.3193039,114.1693611
"Centre for Perceptual and Interactive Intelligence Limited, HKSAR, China",22.3193039,114.1693611
"Centre for Research and Technology Hellas, Greece",40.5399041,21.6552619
"Centre for Vision, Speech and Signal Processing, University of Surrey, UK",51.2431429,-0.5894664
"Centre for Vision, Speech, and Signal Processing (CVSSP), University of Surrey, UK",51.2436325,-0.5884954
"Character AI, USA",38.7945952,-106.5348379
"China Merchants Bank, Shenzhen, China",22.5428599,114.05956
"China Mobile Internet Co., Ltd., Guangzhou, China",23.1290799,113.26436
"China Mobile Research Institute, China{shenyao, gaoyingying, haoyaqian, huchenguang, zhangfulin, fengjunlan",35.86166,104.195397
"China Mobile Research, China",35.86166,104.195397
"Chungnam National University, Republic of Korea",36.3688066,127.3467804
"Cisco Systems, USA",38.7945952,-106.5348379
"City University of New York College of Staten Island, New York, United States",40.6021807,-74.15038109999999
"Cloudwalk Technology, China",35.86166,104.195397
"Codec Avatars Lab, Meta, Pittsburgh, PA, USA",40.4309973,-80.0216147
"Cognitive Neuroscience Center, Universidad de San Andrés, Buenos Aires, Argentina",-34.4465869,-58.529389
"Cognitive Science Lab, International Institute of Information Technology, Hyderabad, India",17.4448727,78.3498212
"Cognitive Systems Lab (CSL),University of Bremen, Germany",53.1059115,8.8550647
"CognitiveSystems Lab (CSL), University of Bremen, Germany",53.1059115,8.8550647
"College of Arts, Media and Design, Northeastern University, Boston, USA",42.3367083,-71.0909576
"College of Blockchian Industry, Chengdu University of Information Technology, Chengdu, China",30.6040959,104.3043202
"College of Computer Science and Technology, Inner Mongolia Minzu University, China",40.8173299,111.76522
"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics,Nanjing, China",32.0583799,118.79647
"College of Computer Science, Inner Mongolia University, China",40.81426099999999,111.689298
"College of Computer Science, Inner Mongolia University, ChinaInner Mongolia Key Laboratory of Mongolian Information Processing Technology",40.8173299,111.76522
"College of Computing and Data Science, Nanyang Technological University, Singapore",1.3461557,103.6820426
"College of Engineering Trivandrum, India",8.545851299999999,76.9063407
"College of Foreign Languages and Literature,Fudan University, China.",31.2974197,121.5036178
"College of Health Solutions, Arizona State University, Tempe, USA",33.4229975,-111.9278306
"College of Information Science and Electronic Engineering, Zhejiang University, China",30.30868439999999,120.0864995
"College of Mechanical and Electrical Engineering, Anhui Jianzhu University, Hefei, China",31.8205699,117.22901
"College of William and Mary, United States",37.2709753,-76.7162467
"Computer Research Institute of Montreal (CRIM)Montreal, Canada",45.5303976,-73.6247431
"Computer Science and Engineering, PES University, India",12.9350817,77.5360407
"Constructor Technology, Schaffhausen, Switzerland",47.6915809,8.6230921
"Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, China",31.0252201,121.4337784
"Cornell University, USA",42.4534492,-76.4735027
"Ctr for Laryngeal Surgery and Voice Rehab., Mass. General Hospital, Boston, Massachusetts, USA",42.36256789999999,-71.068767
"CyberAgent, Inc., Japan",36.204824,138.252924
"CyberAgent, Japan",36.204824,138.252924
"DFKI GmbH, Speech and Language Technology Lab, Berlin, Germany",52.52000659999999,13.404954
"DIETI, University of Naples Federico II, Italy",40.8453679,14.2577531
"DSS Laboratory, School of ECE, National Technical University of Athens, Greece",37.9838096,23.7275388
Dalhousie University,44.6356313,-63.5951737
"Dalhousie University, Canada",44.6356313,-63.5951737
"Data Science and AI Lab, ECE, Seoul National University (SNU), Korea",37.4648267,126.9571988
"Data Science for Social Impact Group, University of Pretoria",-25.7545492,28.2314476
"Deep Digital Phenotyping, Department of Precision Health, Luxembourg Institute of Health",49.815273,6.129582999999999
"Deezer Research, France",46.227638,2.213749
"Delft University of Technology, The Netherlands",52.0021919,4.3735766
"Demant A/S, Smørum, Denmark",55.74885339999999,12.2944745
"Department of AI Technology, Transsion, China",35.86166,104.195397
"Department of AI, Chung-Ang University, Seoul, South Korea",37.5045563,126.9569379
"Department of AI, Kyungpook National University, South Korea",35.888836,128.6102997
"Department of Anthropology, University of Miami, USA",25.7173947,-80.2781262
"Department of Applied Artificial Intelligence, Hanyang University, Republic of Korea",37.550263,126.9970831
"Department of Applied Artificial Intelligence, Sungkyunkwan University, Seoul , Korea",37.550263,126.9970831
"Department of Artificial Intelligence Application, Hanyang University, Seoul, Republic of Korea",37.5571759,127.0454092
"Department of Artificial Intelligence and Computer Science, Yeshiva University, New York, NY, US",40.8506041,-73.9297205
"Department of Artificial Intelligence and Computer Science, Yeshiva University, New York, NY, USA",40.8506041,-73.9297205
"Department of Artificial Intelligence, Hanyang University, Seoul, Republic of Korea",37.5571759,127.0454092
"Department of Artificial Intelligence, Vidya Jyothi Institute of Technology, India",17.3455861,78.3235988
"Department of Assamese, Gauhati University, India",26.1567516,91.6659978
"Department of Automation, Tsinghua University, Beijing, China",39.9996674,116.3264439
"Department of Automation, Xiamen University, Xiamen , China",24.4373484,118.097855
"Department of Automation,Tsinghua University",39.9996674,116.3264439
"Department of Biomedical Engineering, Hong Kong Polytechnic University",22.4180913,114.2079596
"Department of Brain Sciences, Imperial College London, UK",51.49882220000001,-0.1748735
"Department of Cardiology, University Hospital Augsburg, University of Augsburg, Germany",48.3844443,10.8400603
"Department of Chinese Language and Literature, Peking University, China",39.9918,116.308796
"Department of Chinese Language and Literature, Xiamen University, China",24.434182,118.098721
"Department of Chinese and Bilingual Studies, Hong Kong Polytechnic University",22.3045633,114.1795767
"Department of ChineseLanguage and Literature, Fudan University, China.",31.2974197,121.5036178
"Department of Clinical Research Education, Nagoya University Graduate School of Medicine",35.1757066,136.9712315
"Department of Cognitive Science, Johns Hopkins University, Baltimore MD USA",39.3285151,-76.6200149
"Department of Communication Sciences and Disorders, Temple University, USA",39.97863170000001,-75.1551765
"Department of Comparative Language Science, University of Zurich, Switzerland",47.3745896,8.5486629
"Department of Computational Linguistics, University of Zurich, Switzerland",47.4131075,8.548282799999999
"Department of Computational Linguistics, University of Zürich, Switzerland",47.4131075,8.548282799999999
"Department of Computer Engineering, Faculty of Engineering, Chulalongkorn University",13.7367858,100.5331428
"Department of Computer Science and Engineering, Michigan State University, USA",42.7249358,-84.48133519999999
"Department of Computer Science and Engineering, POSTECH, South Korea",36.0138857,129.3231836
"Department of Computer Science and Information Engineering, National Taiwan NormalUniversity",25.0260878,121.5275484
"Department of Computer Science and Information Engineering, National Taiwan University",25.0173405,121.5397518
"Department of Computer Science and Information Engineering,National Cheng Kung University, Tainan, Taiwan",22.9972491,120.2206029
"Department of Computer Science, Columbia University, USA",40.809506,-73.96014079999999
"Department of Computer Science, Columbia University, United States",40.809506,-73.96014079999999
"Department of Computer Science, Indian Institute of Technology Bombay, Mumbai, India",19.1330605,72.9151061
"Department of Computer Science, Nagoya Institute of Technology, Japan",35.157054,136.9251139
"Department of Computer Science, The University of Sheffield, United Kingdom",53.3813502,-1.4884229
"Department of Computer Science, University of Illinois",40.6331249,-89.3985283
"Department of Computer Science, University of Illinois at Urbana-Champaign, IL, USA",40.1019523,-88.2271615
"Department of Computer Science, University of Oregon, USA",44.0448302,-123.0726055
"Department of Computer Science, University of Rochester, Rochester, NY, USA",43.12613410000001,-77.629998
"Department of Computer Science, University of Sheffield, UK",53.3813502,-1.4884229
"Department of Computer Science, University of Sheffield, United Kingdom",53.3813502,-1.4884229
"Department of Computer ScienceUniversity of Oxford, UK",51.7598318,-1.2586184
"Department of Computer Technology, University of Alicante, Alicante, Spain",38.3457685,-0.4909444
"Department of Computing, Hong Kong Polytechnic University",22.3193039,114.1693611
"Department of Computing, Imperial College London, UK",51.498947,-0.1791185
"Department of ECE and INMC, Seoul National University, Seoul, South Korea",37.4648267,126.9571988
"Department of Electrical Engineering, IIT Bombay",19.1319889,72.9164874
"Department of Electrical Engineering, National Taiwan University, Taiwan",25.0187728,121.5415509
"Department of Electrical and Computer Engineering and INMC,Seoul National University, Seoul, South Korea",37.4648267,126.9571988
"Department of Electrical and Computer Engineering, Queen’s University, Kingston, Canada",44.2252795,-76.49514119999999
"Department of Electrical and Computer Engineering, The University of Texas at Austin, USA",30.2881668,-97.7355498
"Department of Electrical and Computer Engineering, The University of Texas at Dallas, USA",32.8425055,-96.78198719999999
"Department of Electrical and Computer Engineering, University of British Columbia, Canada",49.262369,-123.2501181
"Department of Electrical and Computer Engineering, Université de Sherbrooke, Sherbrooke, QC,Canada",45.3779155,-71.92944050000001
"Department of Electrical and Electronic Engineering, Imperial College London, UK",51.49907,-0.176375
"Department of Electrical and Electronic Engineering, The Hong Kong Polytechnic University,Hong Kong",22.2830675,114.1354465
"Department of Electrical and Electronic Engineering, The Hong Kong PolytechnicUniversity, Hong Kong",22.2830675,114.1354465
"Department of Electrical and Electronic Engineering,Southern University of Science and Technology, Shenzhen, China",22.593969,113.99894
"Department of Electrical and Electronic Engineering,Stellenbosch University, Stellenbosch, South Africa",-33.9283123,18.866508
"Department of Electrical and Electronics Engineering, Bogazici University, Turkey",41.0836151,29.0517642
"Department of Electronic EngineeringHanyang University, Seoul, Republic of Korea",37.5571759,127.0454092
"Department of Electronic Systems EngineeringIndian Institute of Science, Bengaluru, India",13.0187345,77.5708441
"Department of Electronic Systems, Aalborg University, Aalborg, Denmark",57.0139858,9.9845553
"Department of English Language and Linguistics, Institute of English andAmerican studies, Faculty of Arts and Humanities, Heinrich Heine University Düsseldorf, Germany",51.2230411,6.7824545
"Department of English and Communication, Hong Kong Polytechnic University",22.3045633,114.1795767
"Department of German Language and Literature I, University of Cologne, Germany",50.937531,6.9602786
"Department of Health Science, Faculty of Psychological and Physical Science, Aichi Gakuin University",35.1612097,137.0471693
"Department of Immersive Media Engineering, Sungkyunkwan University, Seoul , Korea",37.588227,126.993606
"Department of Informatics, National and Kapodistrian University of Athens",37.9807412,23.7337635
"Department of Information Engineering and Computer Science, Feng-Chia University, Taichung",24.1477358,120.6736482
"Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, Ontario, Canada",43.6608871,-79.3937206
