Location,Latitude,Longitude
"Department of Romance Studies, Johannes Gutenberg University Mainz, Germany",49.9926403,8.241555199999999
"Department of Signal Theory and Communications, University Carlos III of Madrid (UC3M), Spain",40.46366700000001,-3.74922
"Department of Social, Environmental, and Economic Psychology, University of Kaiserslautern-Landau, Germany",49.4400657,7.7491265
"Department of Speech and Hearing Science, University of Illinois Urbana-Champaign, USA",40.1076473,-88.2307344
"Department of Speech, Hearing and Phonetic Sciences, University College London, UK",51.5072178,-0.1275862
"Department of Speech, Music and Hearing, KTH Royal Institute of Technology, Sweden",59.348301,18.0748591
"Department of Systems Engineering and Engineering Management,The Chinese University of Hong Kong, Hong Kong SAR, China",22.3366349,114.172793
"Department of Systems and Computing Engineering, Universidad de los Andes, Colombia",4.570868,-74.297333
"Department of Systems and Control Engineering, School of Engineering,Tokyo Institute of Technology, Tokyo, Japan",35.6764225,139.650027
"Department of Telecommunications and Media Informatics,Budapest University of Technology and Economics (BME), Budapest, Hungary",47.4813261,19.0554834
"Department of lnformation and Communications Engineering, Aalto University, Finland",60.185145,24.8322977
"Dept . of Electrical and Computer Engineering, University of California, Los Angeles, USA",34.0699182,-118.4438495
"Dept of Electronics and Electrical Communication Engineering, Indian Institute of TechnologyKharagpur, India",22.3210269,87.30996119999999
"Dept. Speech-Language Path., Temerty Faculty of Medicine, Univ. Toronto, Toronto, ON, Canada",43.66080050000001,-79.39350089999999
"Dept. of Applied Biology and Chemistry, Seoul National University, Seoul, Republic of Korea",37.4648267,126.9571988
"Dept. of Computer Science and Engineering, Seoul National University, Korea",37.4648267,126.9571988
"Dept. of Computer Science and Engineering, Sogang University, Korea",37.5509442,126.9410023
"Dept. of Computer Science, University of Oregon, USA",44.0448302,-123.0726055
"Dept. of EE and GSAI, POSTECH, Korea.",36.0138857,129.3231836
"Dept. of Electrical & Electronic Engineering, Yonsei University, South Korea",,
"Dept. of Electrical and Electronic Engineering, Yonsei University, South Korea",37.5663937,126.9387066
"Dept. of Electronic Engineering, Tsinghua University",39.9996674,116.3264439
"Dept. of Otolaryngology, Beijing Tongren Hospital, Capital Medical University",39.904211,116.407395
"Dept. of Systems Engineering & Engineering Management, The Chinese University of Hong Kong",,
"DiDi Chuxing, Beijing, China",39.904211,116.407395
"Digital Futures and KTH Royal Institute of Technology, Stockholm, Sweden",59.34723959999999,18.0723632
"Digital Health – Connected Healthcare, Hasso Plattner Institute, University of Potsdam, Germany",52.3905689,13.0644729
"Digital Security Department, EURECOM, France",43.614386,7.071124999999999
"Division of Robotics, Perception and Learning,KTH Royal Institute of Technology, Stockholm, Sweden",59.348301,18.074859
"Division of Speech, Music & Hearing, KTH Royal Institute of Technology, Stockholm, Sweden",,
"Division of Speech, Music & Hearing, KTH Royal Institute of Technology, Sweden",,
"Division of Speech, Music and Hearing, KTH Royal Institute of Technology, Stockholm, Sweden",59.348301,18.0748591
"Division of Speech, Music and Hearing, KTH Royal Institute of Technology, Sweden",59.348301,18.0748591
"Donders Institute for Brain, Cognition and Behaviour, Radboud University, The Netherlands",51.8191439,5.8619825
"Donders Institute for Brain, Cognition and Behaviour, the Netherlands",51.8191439,5.8619825
"Dongguan University of Technology, China",23.0206699,113.75179
Dongguk University,37.5582876,127.0001671
"Doshisha University, Japan",35.0300916,135.7606883
"Département d’études cognitives, École Normale Supérieure, Université PSL, Paris, France",48.8430812,2.346671
"E.SUN Financial Holding Co., Ltd., Taiwan",23.69781,120.960515
ECE Department,,
"EECE, University of Western Australia, Perth, Australia",-32.0199446,115.8362589
EECS International Graduate Program,,
"EEasy Technology Company Ltd., Zhuhai , China",22.2708599,113.57666
"EIC, Huazhong University of Science and Technology, Wuhan, China",30.5130043,114.4202756
"EIHW – Chair of Embedded Intelligence for Health Care & Wellbeing, University of Augsburg, Germany",,
"ELRN-SZTE Research Group on Artificial Intelligence, Szeged, Hungary",46.2499492,20.1464101
"EURECOM, Sophia Antipolis, France",43.614386,7.071124999999999
"East China University of Science and Technology, ShangHai, China",31.140897,121.425248
"East China University of Science and Technology, Shanghai, China",31.140897,121.425248
"Ecole Polytechnique Federale de Lausanne, Switzerland",46.5190557,6.5667576
"Ecole Polytechnique Fédérale de Lausanne, Switzerland",46.5190557,6.5667576
"Ecole polytechnique fédérale de Lausanne, Switzerland",46.5190557,6.5667576
"Edinburgh Napier University, Edinburgh, UK",55.93615149999999,-3.2286436
"Edinburgh Napier University, Edinburgh, United Kingdom",55.93615149999999,-3.2286436
"Electrical Engineering Department, Indian Institute of Science, Bengaluru, India",13.0149413,77.5712623
"Electrical Engineering and Computer Science, Syracuse University, New York, USA",43.0481221,-76.14742439999999
"Electrical Engineering, Indian Institute of Science, Bangalore, India",13.0170646,77.5658741
"Electrical Engineering, Indian Institute of Science, Bengaluru , India",13.0170646,77.5658741
"Electrical and Computer Engineering, Carnegie Mellon University, USA",40.4432027,-79.9428499
"Electrical and Computer Engineering, University of California, Los Angeles, California, USA",34.0687998,-118.4440276
"Electrical and Computer Engineering, University of Maryland College Park, Maryland, USA",38.9869183,-76.9425543
"Electrical and Computer Engineering, University of Texas at Dallas, Richardson, TX, USA",32.9856977,-96.7502473
"Electronics and Telecommunications Research Institute (ETRI), Daejeon, Korea",36.3814132,127.3676214
"Empower Vocational Education Research Center,National Taiwan University of Science and Technology, Taiwan",25.0132583,121.5405609
Emulation AI,,
"Engineering Department, Cambridge University, UK",52.1982868,0.1202353
"English Language iTutoring Ltd., Cambridge, UK",52.1950788,0.1312729
"Enhanced Speech Technology Ltd., Cambridge, UK",52.1950788,0.1312729
Equal Contribution,,
"Eriksholm Research Centre, Snekkersten, Denmark",56.0146658,12.5529103
"Erisha Labs, India",20.593684,78.96288
"Etsy Inc., Brooklyn, New York , USA",40.7005656,-73.9881382
"FMI – Sofia University, Bulgaria",42.6743677,23.3304852
"Faculty of Arts; University of Helsinki; Helsinki, Finland",60.17290699999999,24.9497232
"Faculty of Biomedical Engineering, Silesian University of Technology, Zabrze, Poland",50.2986109,18.7868698
"Faculty of Data Science, City University of Macau, Macao SAR, China",22.1887908,113.5540882
"Faculty of Electrical Engineering and Computer Science, Ningbo University, Ningbo, China",29.909785,121.6416
"Faculty of Electrical Engineering and Information Technologies, UKIM Skopje, R. N. Macedonia",42.0049792,21.4083054
"Faculty of Electrical Engineering, Czech Technical University in Prague, Czechia",50.102629,14.393031
"Faculty of Electronic and Information Engineering, Xi’an Jiaotong University, China",34.250803,108.983693
"Faculty of Engineering, Bar-Ilan University, Israel",32.0691989,34.8430876
"Faculty of Global Communication, Kobe Gakuin University, Japan",34.6640884,135.0298032
"Faculty of Humanities, Institute of Linguistics, University of Silesia, Katowice, Poland",50.2607465,19.0280937
"Faculty of Informatics and Information Technology, Slovak Technical University, Slovakia",48.669026,19.699024
"Faculty of Linguistics and Literary Studies & CITEC, Bielefeld University, Germany",,
"Faculty of Mechatronics, Informatics and Interdisciplinary Studies,Technical University of Liberec, Studentska",50.7730669,15.0744551
"Faculty of Systems Engineering, Wakayama University, Japan",34.2303678,135.1707405
"Fano Labs, Hong Kong SAR, China",22.4272253,114.2083376
"Faulty of Chinese Language and Culture, Guangdong University of Foreign Studies, China",23.199791,113.289552
"Federal Criminal Police Office (BKA), Germany",51.165691,10.451526
"Federal University of Goi´as, Brazil;",-16.6062069,-49.2614624
"First Faculty of Medicine, Charles University and General University Hospital, Czechia",50.074609,14.426601
"Fondazione Bruno Kessler, Italy",46.0677149,11.1511194
"Fondazione Bruno Kessler, Trento, Italy",46.0677451,11.1214636
Ford Motor Company,,
Forensic Science Institute of Guangzhou Public Security Bureau,23.1237805,113.264953
"Fortemedia Singapore, Singapore",1.352083,103.819836
Fraunhofer AISEC,48.2673055,11.6650189
"Fraunhofer Institute for Digital Media Technology IDMT, Oldenburg, Germany",53.1434501,8.214552099999999
"Friedrich-Alexander-Universität Erlangen-Nürnberg, Pattern Recognition Lab",49.5979117,11.0045437
"Functional Rehabilitation Center « Comprendre et Parler », Brussels, Belgium",50.8260453,4.3802052
"Fund for Scientific Research (F.R.S.–FNRS), Belgium",50.503887,4.469936
"Fuxi AI Lab, NetEase Inc., Hangzhou, China",30.2741499,120.15515
"GGNet Mental Health, The Netherlands",52.132633,5.291265999999999
"GITA Lab, Facultad de Ingenier´ıa. Universidad de Antioquia, Medell´ın, Colombia",6.2681764,-75.56754289999999
"GITA Lab, Facultad de Ingeniería. Universidad de Antioquia (UdeA), Medellín, Colombia",6.2681764,-75.56754289999999
"GITA Lab, Facultad de Ingenierı́a. Universidad de Antioquia, Medellı́n, Colombia",6.2681764,-75.56754289999999
"GITA Lab, Faculty of Engineering, University of Antioquia UdeA, Medellín, Colombia",6.2681764,-75.56754289999999
"GITA Lab, Faculty of Engineering, University of Antioquia, Medellín, Colombia",6.2681764,-75.56754289999999
"GLAM – Group on Language, Audio, & Music, Imperial College London, UK",,
"GLAM, Imperial College London, UK",51.49882220000001,-0.1748735
"GTM research group, AtlanTTic Research Center, University of Vigo, Spain",42.24059889999999,-8.7207268
"GammaLab, PingAn OneConnect",,
"Gaoling School of Artificial Intelligence, Renmin Uniiversity of China, Beijing",39.904211,116.407395
"Gaoling School of Artificial Intelligence, Renmin University of China, China",35.86166,104.195397
Gdańsk University of Technology,54.3716751,18.6163277
"General University Hospital, Prague, Czech Republic",50.07318859999999,14.4273467
"George Mason University, U.S.A",38.8314094,-77.31115299999999
Georgetown University,38.9076089,-77.07225849999999
"Georgia Institute of Technology, Atlanta, GA, USA",33.7756178,-84.39628499999999
"Georgia Institute of Technology, Atlanta, GA.",33.7756178,-84.39628499999999
"Georgia Institute of Technology, Atlanta, Georgia",33.7783046,-84.3991657
"Georgia Institute of Technology, Atlanta, USA",33.7756178,-84.39628499999999
"Georgia Institute of Technology, U.S.A",33.7756178,-84.39628499999999
"Georgia Institute of Technology, USA;",33.7756178,-84.39628499999999
"Georgia Tech, USA",33.7756178,-84.39628499999999
"Global Center for Medical Engineering and Informatics, Osaka University, Suita, Osaka, Japan",34.8220139,135.5244676
"Goethe University Frankfurt, Germany",50.1270675,8.6677635
"Google DeepMind, USA",38.7945952,-106.5348379
"Google Inc., New York",40.7414688,-74.0033873
"Google Inc., U.S.A",38.7945952,-106.5348379
"Google Inc., USA",38.7945952,-106.5348379
Google Israel,31.046051,34.851612
"Google LLC, U.S.A.",38.7945952,-106.5348379
"Google LLC, USA",38.7945952,-106.5348379
"Google Research, USA",38.7945952,-106.5348379
"Google USA?, University of Michigan",42.277145,-83.7382071
"Google, Japan",,
"Google, USA",38.7945952,-106.5348379
"Google, United States",38.7945952,-106.5348379
"Gordon Center for Medical Imaging, Harvard Medical School, Boston, USA",42.3678393,-71.0648951
"Graduate Institute of Communication Engineering, National Taiwan University",25.0173405,121.5397518
"Graduate School of AI, KAIST",36.3721427,127.36039
"Graduate School of AI, POSTECH, Republic of Korea",36.0138857,129.3231836
"Graduate School of Artificial Intelligence, POSTECH, Republic of Korea",35.907757,127.766922
"Graduate School of Engineering, The University of Tokyo, Japan",35.7710461,139.8633873
"Graduate School of Informatics, Kyoto University, Japan",35.0262444,135.7808218
"Graduate School of Informatics, Kyoto University, Kyoto, Japan",35.0262444,135.7808218
"Graduate School of Informatics, Nagoya University, Japan",35.1544377,136.9615981
"Graduate School of Information Science and Engineering, Ritsumeikan University, Japan",35.0331762,135.7242997
"Graduate School of Information Science and Technology, The University of Tokyo, Japan",35.7132182,139.7600017
"Graduate School of Integrated Science and Technology, Shizuoka University, Japan",34.9661298,138.4317238
"Graduate School of Medicine, Engineering, and Agricultural Sciences, University of Yamanashi",35.6933453,138.6873168
"Grenoble INP, LIG, Univ. Grenoble Alpes, Inria, CNRS, Grenoble, France",45.1915639,5.7672336
"Group of Intelligent Signal Processing, Harbin Engineering University, China",45.77323699999999,126.664126
"Guangdong Key Lab of Intelligent Information Processing, CEIE, Shenzhen University, China",22.53306,113.932813
"Guangdong Key Laboratory of Intelligent Information Processing,College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China",22.53306,113.932813
"Guangdong Province Key Laboratory of Information Security Technology, China",23.1317099,113.26627
Guangxi University,22.814458,108.324213
"Guangzhou Shiyuan Electronic Technology Company Limited, China",,
"Gwangju Institute of Science and Technology, Korea",35.2281817,126.8420227
"HLTCOE, Johns Hopkins University, Baltimore, USA;",39.3299013,-76.6205177
"HLTCOE, Johns Hopkins University, USA",39.3299013,-76.6205177
"HSE University, Moscow",55.761458,37.63327530000001
"Hainan University, China",20.06199,110.32874
"Hanoi University of Science and Technology, Vietnam",21.0072964,105.8426436
"Hanynag University, Seoul, Republic of Korea",37.5571759,127.0454092
"Harbin Institute of Technology, Shenzhen, China",22.537669,113.954274
"Haskins Laboratories, New Haven, CT",41.305214,-72.93111900000001
"Haskins Laboratories, New Haven, Connecticut, USA",41.305214,-72.93111900000001
"Hearing Technology @ WAVES, Dept. of information technology, Ghent University, Belgium",51.0499922,3.7303853
"Heriot-Watt University, United Kingdom",55.9095155,-3.320646
"Heriot-Watt Watt University, Edinburgh, United Kingdom",55.9095155,-3.320646
"Hi! PARIS Engineering Team, France",48.8626868,2.3419284
"HiTZ Basque Center for Language Technology, University of the Basque Country, Spain",42.9896248,-2.6189273
"Higher School of Economics, Russia",55.761458,37.63327530000001
Highmark Health,,
"Hitachi, Ltd., Japan",36.204824,138.252924
"Honda Research Institute Japan Co., Ltd., Saitama, Japan",35.7881455,139.6070426
"Horizon Inc., Beijing, China",39.904211,116.407395
"Horizon Robotics, Beijing, China",39.904211,116.407395
"Hosei University, Japan",35.6958117,139.74161
"Huawei Cloud, China",35.86166,104.195397
Huawei Finland Research Center,60.1636136,24.9179166
"Huawei International Pte Ltd, Singapore",1.3347183,103.965082
"Huawei International, Singapore",1.3347183,103.965082
"Huawei Noah’s Ark Lab, China",35.86166,104.195397
"Huawei Technology, China",35.86166,104.195397
"Huawei Translation Services Centerwangminghan,liyinglu,guojiaxin",,
"Hubei Key Laboratory of Multimedia and Network Communication Engineering, WuhanUniversity, China",30.5360485,114.3643219
"Hubei Key Laboratory of Multimedia and Network Communication Engineering,Wuhan University, China",30.5360485,114.3643219
"Hubei Luojia Laboratory, China",30.5453899,114.34234
"Huiyan Technology (Tianjin) Co., Ltd., Tianjin, China",38.9871398,117.3824374
"Human Ecology Group, Institute of Evolutionary Medicine, University of Zurich, Switzerland",47.3768866,8.541694
"Human Language Technology Center of Excellence, Johns Hopkins University, USA",39.3299013,-76.6205177
"Human Language Technology Center of ExcellenceJohns Hopkins University, Baltimore, MD, USA",39.3299013,-76.6205177
"Humboldt University Berlin, Germany",52.517883,13.3936551
"Hummingbird Audio Lab, Alibaba Group, Hangzhou, China",30.2741499,120.15515
"Hˆopital Foch: Service de Laryngologie Phoniatrie, Université Paris Saclay, Suresnes, France",48.8707605,2.222492
"Hˆopital Tenon, AP-HP, France;",48.8658998,2.40103
IBL – Bulgarian Academy of Sciences,42.6945912,23.3321308
"IBM Research AI, USA",38.7945952,-106.5348379
"IBM Research AI, Yorktown Heights, NY, USA",41.2097516,-73.8026467
"IBM Research, India",28.4949762,77.0895421
"IBM Research, USA",38.7945952,-106.5348379
"IBM Research, Yorktown Heights, NY, USA",41.2097516,-73.8026467
"ICT Cluster, Singapore Institute of Technology, Singapore.",1.352083,103.819836
"ID R&D Inc., New York, USA",,
"IDLab, Department of Electronics and Information Systems, Ghent University - imec, Belgium",51.012913,3.7079805
"IDM, New York University, NY, USA",40.76106499999999,-73.97388699999999
IICT – Bulgarian Academy of Sciences,,
"IIIT Hyderabad, India",17.4448727,78.3498212
"IIIT-Delhi, India",28.5458541,77.2731762
"IIT Delhi, India",28.5429676,77.193806
"IIT Kharagpur, India",22.3145443,87.30906829999999
"ILS, Utrecht University, the Netherlands",52.0859667,5.1715372
"INESC ID / IST, Portugal",38.7368192,-9.138705
"INESC-ID, Lisbon, Portugal",38.7222524,-9.1393366
"INESC-ID/Instituto Superior Técnico, University of Lisbon, Portugal",38.7368192,-9.138705
INSAIT,42.6703488,23.3717729
IPAI,,
"IRIT, CNRS, Toulouse, France",43.5792765,1.4631031
"IRIT, Université de Toulouse, CNRS, Toulouse INP, UT",43.6048462,1.442848
"IRIT, Université de Toulouse, CNRS, Toulouse, France",43.5949246,1.4514067
"ISFAS, Christian-Albrechts-Universität zu Kiel, Germany",54.3232927,10.1227652
"ISFAS, Kiel University, Germany",54.3454795,10.1112676
"IT Platform Chief Expert Office, Huawei Technologies Co., Ltd., China",35.86166,104.195397
"IT Security Infrastructures Lab, Friedrich-Alexander University of Erlangen-Nürnberg, Germany",49.5896744,11.0119611
"ITMO University, Russia;",59.95717999999999,30.3083389
"ITMO University, St. Petersburg, Russia",59.9310584,30.3609097
"ITMO University, St.Petersburg",59.9310584,30.3609097
"Idiap Research Institute, Martigny, Switzerland",46.1093406,7.0845327
"Idiap Research Institute, Switzerland",46.1093406,7.0845327
"Ikerbasque (Basque Science Foundation), Spain",43.2680634,-2.9387448
"Ikerbasque, Bilbao, Spain",43.2680634,-2.9387448
"Imperial College, London, UK",51.49882220000001,-0.1748735
"Independent Researcher, Australia",-25.274398,133.775136
"Independent Researcher, China",35.86166,104.195397
Independent researcher,,
Independent;,,
"Indian Institute of Information Technology, Design and Manufacturing, Kancheepuram, India",12.8394963,80.1374898
"Indian Institute of Information Technology, Dharwad, India",15.3939686,75.02676509999999
"Indian Institute of Science (IISc), Bengaluru, India",13.0170646,77.5658741
"Indian Institute of Technology Bombay, India",19.1330605,72.9151061
Indian Institute of Technology Kanpur (IIT-K),26.5123388,80.2329
"Indian Institute of Technology Kharagpur , India",22.3149274,87.31053109999999
"Indian Institute of Technology, Kharagpur, India-",22.3149274,87.31053109999999
"Information Science, Japan Advanced Institute of Science and Technology",36.4442912,136.5924337
"Information Technology Center, Nagoya University, Japan",35.1549124,136.9672669
Infosys Centre for AI & CSE Department,,
"Inner Mongolia University, China",40.758878,111.685489
"Innoetics, Samsung Electronics, Greece",38.0367949,23.7992366
"Inria Bordeaux, France",44.80797949999999,-0.6000783
"Inria Grenoble Rhˆone-Alpes, Univ. Grenoble Alpes, France",45.217886,5.807369
"Inria, France",48.8370198,2.1031187
"Insight Centre for Data Analytics, University College Dublin, Ireland",53.308608,-6.223551
"Inst. of Electrical and Computer Engineering, National Yang Ming Chiao Tung University, Taiwan",24.7868862,120.9974969
"Institut National de l’Audiovisuel (INA), France;",46.227638,2.213749
"Institut de Recherche en Informatique de Toulouse (IRIT), France",43.5617926,1.4678901
Institut für Informationsverarbeitung - L,,
"Institut für Sonderpädagogik, Leibniz University Hannover, Germany",52.3788711,9.722484699999999
"Institute for Advancing Intelligence, TCG CREST, India",22.546927,88.35437999999999
"Institute for Agile Software Development, Augsburg University of Applied Sciences, Germany",48.3590459,10.9067361
"Institute for Computing and Information Sciences, Radboud University",51.8253149,5.868450699999999
"Institute for Convergence Research and Education in Advanced Technology, Yonsei University, Korea",35.907757,127.766922
"Institute for Creative Technologies, Los Angeles, USA",33.9832526,-118.40417
"Institute for Creative Technologies, University of Southern California, USA",33.9832526,-118.40417
"Institute for Infocomm Research (I2 R), A⋆ STAR, Singapore",1.2988926,103.7873107
"Institute for Infocomm Research, A",1.2988926,103.7873107
"Institute for Language and Speech Processing, Athena Research Center, Athens, Greece",38.0367243,23.8026066
"Institute for Phonetics and Speech Processing (IPS), LMU Munich, Germany",48.1489454,11.5790445
"Institute for Systems Research, University of Maryland College Park, USA",38.9908416,-76.9363082
"Institute of Acoustics and Speech Communication, Technische Universität Dresden, Germany",51.0285861,13.7313505
"Institute of Acoustics, Chinese Academy of Sciences, Beijing, China",39.904211,116.407395
"Institute of Acoustics, Chinese Academy of Sciences, China",35.86166,104.195397
"Institute of Applied and Computational Mathematics, FORTH, Greece",39.074208,21.824312
"Institute of Artificial Intelligence, Xiamen University, China",24.4373484,118.097855
"Institute of Automation, Chinese Academy of Sciences, Beijing, China",39.9106327,116.3356321
"Institute of Automation, Chinese Academy of Sciences, China",39.9106327,116.3356321
"Institute of Communication Acoustics, Ruhr-Universität Bochum, Bochum, Germany",51.4468863,7.2617049
"Institute of Communication Engineering, National Tsing Hua University, Taiwan",24.7961217,120.9966699
"Institute of Corpus Studies and Applications, Shanghai International Studies University, China",31.0425712,121.2253204
"Institute of Data Science and Digital Technologies, Vilnius University, Lithuania",54.6871555,25.2796514
"Institute of Data Science, National University of Singapore, Singapore",1.2946431,103.7757601
"Institute of Electrical and Computer EngineeringNational Yang Ming Chiao Tung University, Taiwan",24.7868862,120.9974969
"Institute of Health Informatics, University College London, London, UK",51.525904,-0.1356129
"Institute of Health Informatics, University College London, UK",51.525904,-0.1356129
"Institute of Imaging & Computer Vision, RWTH Aachen University, Aachen, Germany",,
"Institute of Informatics, Slovak Academy of Sciences, Slovakia",48.669026,19.699024
"Institute of Informatics, University of Szeged, Hungary",46.2530102,20.1414253
"Institute of Information Science, Beijing Jiaotong University, Beijing, China",39.904211,116.407395
"Institute of Information Technology (IOIT), Vietnam",14.058324,108.277199
"Institute of Linguistics, Academia Sinica",25.0407728,121.6116687
"Institute of Linguistics, University of Graz, Austria",47.0776328,15.4495241
"Institute of Microelectronics of the Chinese Academy of Sciences, Beijing, China",39.904211,116.407395
"Institute of Psychiatry, Psychology & Neuroscience (IoPPN), King’s College London, London, UK",,
"Institute of Psychiatry, Psychology and Neuroscience, King’s College London, London, UK",51.4698737,-0.0890094
"Institute of Psychiatry, Psychology and Neuroscience, King’s College London, UK",51.5114864,-0.115997
"Institute of Smart Systems and Artificial Intelligence, Nazarbayev University, Kazakhstan",51.0905303,71.3981646
"Institute of Software, Chinese Academy of Sciences, Beijing, China",39.9106327,116.3356321
"Institute of Software, Chinese Academy of Sciences, China",39.9106327,116.3356321
"Institute of linguistics, Chinese Academy of Social Sciences, China",39.9091355,116.4325873
Instituto Politécnico Nacional,19.501738,-99.14013519999999
"Instituto Superior Técnico, Universidade de Lisboa, Portugal",38.7368192,-9.138705
"Instituto Universitario de Investigación en Tecnología Centrada en el Ser Humano, UniversitatPolitècnica de València, Spain",39.4808308,-0.3382701
"Instituto de Ciˆencias Matem´aticas e de Computac¸ ão, Universidade de São Paulo, Brazil;",-23.5613991,-46.7307891
"Intel Corp., Germany",51.165691,10.451526
"Intel Corp., India",20.593684,78.96288
"Intel Corp., Mexico",23.634501,-102.552784
"Intel Corp., USA",38.7945952,-106.5348379
"Intel Labs, Germany",51.165691,10.451526
"Intelligent Signal Processing Lab., Yonsei University, Wonju, Korea",37.281042,127.902055
"Interactive Systems Lab, Karlsruhe Institute of Technology, Karlsruhe, Germany",49.0103829,8.4186873
"Interdisciplinary Program in AI, Seoul National University, Seoul , Korea",37.5862112,127.0242017
"Interdisciplinary Program in Artificial Intelligence, Seoul National University",37.4648267,126.9571988
Intron Health Inc,43.8365085,-79.0145306
"Istituto Italiano di Tecnologia, Italy",41.87194,12.56738
"JD AI Research, Beijing, China",39.904211,116.407395
JD Technology Group,,
"Jadavpur University, India",22.4988822,88.3714123
"Janssen Research and Development LLC, Titusville, NJ, United States",40.309579,-74.8770282
"Japan Advaced Institute of Science and Technology, Japan",36.4442912,136.5924337
"Japan Advanced Institute of Science and Technology (JAIST), Japan",36.4442912,136.5924337
"Japan Advanced Institute of Science and Technology, Japan",36.4442912,136.5924337
"Jinan University, China",23.128057,113.347721
KAIST AI,36.3721427,127.36039
"KAIST, Republic of Korea",36.3721427,127.36039
"KITE-Toronto Rehabilitation Institute, Toronto, ON, Canada",43.6567727,-79.3897928
"KST Institut GmbH, Bad Emstal, Germany",51.2446474,9.2702723
"KTH Royal Institute of Technology, EECS, Sweden",59.3498706,18.0702566
"KTH, Royal Institute of Technology, Stockholm, Sweden",59.3498706,18.0702566
"KTH, Royal Institute of Technology, Sweden",59.3498706,18.0702566
"KU LeuvenDepartment Electrical Engineering ESAT-PSI, Leuven, Belgium",50.86204180000001,4.6858954
"Kakao Enterprise Corporation, Republic of Korea",35.907757,127.766922
"Kanazawa University, Japan",36.5459066,136.7076053
"Key Innovation Group of Digital Humanities Resource and Research,Shanghai Normal University, Shanghai, China",30.835243,121.519928
"Key Laboratory of Aerospace Information Security and Trusted Computing, Ministry of Education,School of Cyber Science and Engineering, Wuhan University, Wuhan, China",30.5360485,114.3643219
"Key Laboratory of Child Development and Learning Science (Southeast University), Ministry ofEducation, Research Center for Learning Science, Southeast University, China",35.86166,104.195397
"Key Laboratory of Child Development and Learning Science of Ministry of Education,Southeast University, Nanjing, China",32.055981,118.79421
"Key Laboratory of Intelligent Computing in Medical Image, Northeastern University, China",,
"Key Laboratory of Machine Intelligence and Advanced Computing, Ministry of Education, China",35.86166,104.195397
"Key Laboratory of Modern Acoustics, Nanjing University, Nanjing , China",32.0583799,118.79647
"Key Laboratory of Noise and Vibration Research, Institute of Acoustics, Chinese Academy ofSciences, Beijing, China",39.904211,116.407395
"Key Laboratory of Noise and Vibration Research, Institute of Acoustics, Chinese Academyof Sciences, Beijing, China",39.904211,116.407395
"Key Laboratory of Signal Detection and Processing, Xinjiang, Urumqi, China",43.8266299,87.61688
"King Abdullah University of Science and Technology, Saudi Arabia",22.313251,39.1094336
"Klinik für Psychiatrie und Psychotherapie, Universitätsklinik der Paracelsus MedizinischenPrivatuniversität, Klinikum Nürnberg, Germany",49.48336159999999,10.975866
"Know-Center GmbH, Austria",47.0587603,15.4578628
"Kore University of Enna, Enna, Italy",37.5593273,14.293851
"Kore University of Enna, Italy and",37.5593273,14.293851
"Korea Advanced Institute of Science and Technology (KAIST), Republic of Korea",36.3721427,127.36039
"Korea Advanced Institute of Science and Technology (KAIST), South Korea",36.3721427,127.36039
"Korea Advanced Institute of Science and Technology, South Korea",36.3721427,127.36039
"Kuaishou Technology Co., Beijing, China",39.904211,116.407395
"Kuaishou Technology, China",35.86166,104.195397
"LAUM UMR C IAGS, Le Mans Université, France",48.00578669999999,0.2015378
"LEAP Lab, Department of Electrical Engineering, Indian Institute of Science, Bengaluru, India",13.0149413,77.5712623
"LEAP Lab, Indian Institute of Science Bangalore, India",13.0170646,77.5658741
"LG AI Research, Republic of Korea",35.907757,127.766922
"LG Electronics, Korea",35.907757,127.766922
LIA - Avignon University,43.9497966,4.815980199999999
"LIA - Avignon Université, France",43.9497966,4.815980199999999
"LIDIAP, Ecole Polytechnique Federale de Lausanne (EPFL), Switzerland¶University of Cambridge, United Kingdom§Faculty of Information Technology, Brno University of Technology, Czech Republic",55.378051,-3.435973
"LINE Coporation, Japan",36.204824,138.252924
"LINE Corp., Japan.",36.204824,138.252924
"LINE Corporation, Japan",36.204824,138.252924
"LISN , CNRS, Univ. Paris-Saclay, France",48.7071337,2.1763552
"LISN - CNRS/Université Paris-Saclay, France",48.7071337,2.1763552
"LIUM, Le Mans Université, France",48.0156437,0.1609608
"LPL, CNRS, Aix-Marseille University, Aix-en-Provence, France",43.5331334,5.445789
"LPP (, CNRS/Sorbonne Nouvelle), France",48.8449456,2.3964968
"LSCP, ENS, EHESS, CNRS, PSL University, Paris, France",48.8546485,2.337593
"LTCI, Télécom Paris, Institut Polytechnique de Paris, France",48.8575475,2.3513765
"Laboratoire Informatique d’Avignon, , Avignon Université, France",43.9497966,4.815980199999999
"Laboratoire Informatique d’Avignon, , Avignon Université,France",43.9497966,4.815980199999999
"Laboratoire Informatique d’Avignon, Avignon, France",43.934356,4.859895
"Laboratoire de Phonétique et Phonologie , CNRS-Sorbonne Nouvelle, France",48.8445715,2.3462382
"Laboratoire de Phonétique et Phonologie, , CNRS/Sorbonne Nouvelle, Paris, France",48.8445715,2.3462382
"Laboratoire de Phonétique et Phonologie, UMRRS/Sorbonne Nouvelle, Paris, France",48.8445715,2.3462382
"Laboratoire des systémes perceptifs, DEC, ENS, PSL University, CNRS, France",48.8546485,2.337593
